ID, TWEET, LABEL
7834,"['عاطف', 'نخب', 'عرق', 'لعب', 'شوي', 'دمع', 'وهم', 'يرد', 'نشد', 'وطن', '❤️', 'ركز', 'ردد', 'نشد', 'وطن']",sympathy
7835,"['جدع', 'عد', 'خرج', 'اوليمبياد', 'كتر', 'لعد', 'شرك', 'اصل']",surprise
7836,"['زحم', 'لمح', 'صحب', 'كتم', 'وفي', 'نظر', 'بان', 'حنن', 'رحل', 'صوت', 'ضحك', 'فقد', 'عبر']",sadness
7837,"['هلل', 'صغر', 'شبر', 'سبق', 'حضر', 'ارخ', 'ام', 'دنا', 'الـ', '90', 'ملي', 'جدل', 'يدل', 'اوليمبياد']",surprise
7838,"['عام', 'ونت', 'بخر', 'لحب', 'my', 'favourite', 'arabic', 'singer', 'عيد', 'يلد', 'عبدالمجيد', 'عبدال']",joy
7839,"['شكل', 'حمد', 'زول', 'يمت', 'عدي', 'لان', 'كلن', 'هنمو', 'زعل', 'قهر', 'ضمر', 'يمت']",sadness
7840,"['Putin', 'Forces', 'crimes', 'فلم', 'رعب', 'دلب', 'قطع', 'بشر', 'وبو', 'طفل', 'شلء', 'قصف', 'جمع', 'جسد', 'ابن', 'كيس', 'يرث', 'بحز']",anger
7841,"['قطع', 'وقل', 'تبا']",anger
7842,"['الف', 'حمدال', 'علك', '♥', 'حيت', 'نظر', 'ثانيه…']",love
7843,"['خيف', 'نكن', 'نهي', 'حكي', 'بدي', 'وقف', 'لنص', 'عرف', 'ابي', 'نهي', 'خلص', 'ال…']",fear
7844,"['بنء', 'فكر', 'بيع', 'جنس', 'صره', 'رفع', 'سعد', 'اوليمبياد', 'منعملش', 'سحه', 'تبق', 'sponsered', 'علن', 'يحط', 'عيز']",none
7845,"['رب', 'سـر', 'كـل', 'ضـيق', 'رفع', 'ستر', 'محز', 'درب', 'سعد', 'عيق', 'تهن', 'خلق', 'كون']",sympathy
7846,"['يرب', 'احن', 'عوز', 'شوه', 'شجع', 'كرش', 'خيف', 'نزل', 'عيز', 'نزل', 'شبب', 'كونو', 'نقط', 'طلق', 'شجع', 'لكل']",fear
7847,"['جعتو', 'قلب', 'توي', 'شيف', 'ولح', 'تثر']",sympathy
7848,"['صطلح', 'قبط', 'هجر', 'شكك', 'مول', 'لمظاهرات', 'جمع', 'اخو', 'شيط', 'امر', 'ورب']",anger
7849,"['لحب', 'تخف', 'حب✋']",love
7850,"['حفظ', 'مقادير', 'اول', 'مره', 'عرف', 'مقادير', 'حفظ']",surprise
7851,"['حبه', 'رسل', 'ﷺ']",love
7852,"['سمح', 'كفي', 'قطع', 'ؤلم', 'طفل', 'عنف', 'ورب', 'قلب', 'يوجعنيمن', 'قطع', 'ضرب', 'خدم', 'لرضيعاطفال', 'سور', 'وصل', 'رحمه…']",sympathy
7853,"['اتم', 'موت', '☝']",sadness
7854,"['نصر', 'بغي', 'لشر', 'يهم', 'حفظ', 'بعث']",sympathy
7855,"['مال', 'كنز', 'يعن']",surprise
7856,"['Shoqa', 'لتك', 'خيف', 'حسم']",fear
7857,"['عرف', 'ليش', 'شوف', 'بوس', 'لبن', 'سلسل', 'فقع', 'صوت', 'بيف', 'جلط', 'صدم', 'تفج', 'ليش', 'عرف', 'امر', 'الل']",surprise
7858,"['رسل', 'بعك', 'باع', 'يوم', 'وخن', 'يبق', 'صفر', 'شمل', '✋']",anger
7859,"['يكف', 'لعب', 'عصب']",sadness
7860,"['طفل', 'خيف', '❤']",fear
7861,"['فهم', 'وين', 'عيش']",surprise
7862,"['فهد', 'قصه', 'امر', 'عرف', 'سول', 'وحد', 'بسم', 'ثني', 'وحد', 'سلط']",anger
7863,"['رلم', 'رسل', 'عضئ', 'حضر', 'اوليمبياد', 'هدف', 'كسب', 'بدل', 'خبر', 'عاش', 'اعب', 'عرف', 'سبب', 'حصل', 'دول', 'يدل']",none
7864,"['عنه', 'ذوي', 'عقه', 'اما', 'يكف', 'عبئ', 'لان', 'يعن', 'عقه', 'مدي', 'حيه', 'حرم', 'اعن', 'زدد', 'سوء', 'عون']",sympathy
7865,"['لحم', 'تنس', 'شغل', 'ديلبوترو', 'ارج', 'كسب', 'رافيل', 'ادل', 'وند', 'وري', 'جلز', 'نهي', 'فرد', 'رجل', 'اوليمبياد']",none
7866,"['لمذ', 'ضيف', 'باب', 'طئر', 'ويد', 'ورء', 'ظهر', 'طئر']",surprise
7867,"['لسه', 'هتك', 'شكل', 'خلص', 'يعم', 'بقت', 'وسخ', 'رحت', 'اوليمبياد', 'اصل', 'فيش', 'لعب', 'فلح', 'فشخ', 'لعب', 'حمس']",sadness
7868,"['ناس', 'حفل', 'بقن', 'سوس', 'اوليمبياد', 'دول', 'غيبوب', 'احن', 'لدج', 'نضح', 'وسط', 'بلا', 'هير', 'قصد', 'بلد']",sadness
7869,"['ولد', 'اعب', 'سره', 'سمر', 'وقع', 'تحق', 'سره', 'يدل', 'اوليمبياد', 'ونا', 'ارا', 'بطل', 'صغر', 'دها', 'شجع', 'باستمرار', 'وفت']",none
7870,"['برل', 'ارد', 'طرق', 'وصل', 'لمر', 'اوليمبياد', 'طرق']",none
7871,"['مو', 'خيف', 'عشن', 'خبر', 'قرب', 'خيف', 'لان', 'عقل', 'سوي', 'سكب', 'خبر', 'عيش', 'جو', 'جزه']",fear
7872,"['نحس', 'ورا', 'اعب', 'اوليمبياد']",surprise
7873,"['حـب', 'هـو', 'تري', 'طرق', 'الف', 'شخص', 'يرق', 'احب']",love
7874,"['شكل', 'اعب', 'اوليمبياد', 'نهم', 'يدو', 'وحش', 'شكل', 'نهم', 'مبيعرفوش', 'وزو', 'ودي', 'حجه', 'زفت', 'لان', 'وقع', 'خلص', 'خلص', 'حجه', 'مسخ']",sadness
7875,"['عدل', 'هالصباح', 'عيونكو', 'حلو']",joy
7876,"['برز', 'خطء', 'عصب', 'فرد', 'خطء', 'ايف', 'تكون', 'هجم', 'ضدن', 'هار', 'يحي', 'بله', 'عكش', 'افه', 'هجم', 'برد', 'كبد', 'فشل', 'عنز', 'ا…']",anger
7877,"['الن', 'عظم', 'اقي', 'اوليمبياد', 'نهي', '10', 'متر', 'عدو', 'رجل', 'سبق', 'سرع', 'رجل', 'وجه', 'ارض']",none
7878,"['Q8', 'اغا', 'وطن', 'قنه', 'ريض', 'حكم', 'جاز', 'بطل', 'وكان', 'دور', 'طيح', 'حظكم', 'فضل', 'عد…']",anger
7879,"['لحب', 'يقس', 'كلم', 'فهو', 'شعر', 'يبد', 'عمق', 'تحل', 'دفع', 'عطء', 'لحم', 'قرب', 'حيه']",love
7880,"['جنب', 'شاف', 'وضع', 'روح', 'اوليمبياد', 'جمع', 'شعب', 'عرق', 'ثقف', 'عشن', 'نقش', 'روح', 'ريض']",none
7881,"['نور', 'قلب', 'علا', 'وجع', 'اغا', 'ديم', 'فتو']",sadness
7882,"['دجوكوفيتش', 'خرج', 'اوليمبياد', 'يد', 'ديلبوترو', 'فجا', 'عير', 'ثقل']",surprise
7883,"['اكد', 'اكد', 'بيتهيقلي', 'هزر', 'هيقلب', 'بجد', '❤']",surprise
7884,"['بدر', 'بقي', 'عمر', 'وقت', 'فان', 'موت', 'طرق', 'باب']",sadness
7885,"['خيف', 'اعب', 'يطح', 'تعر']",fear
7886,"['جدع', 'رقص', 'تريزيجيه', 'عمل', 'ينل', 'لمر', 'الف', 'بشف', 'وقل']",surprise
7887,"['بقت', 'خيف', 'بسط', 'لحس', 'حجه', 'حصل', 'نكد', 'علا']",fear
7888,"['حبك', 'قتل', 'اعد', 'قاك', 'كفـ']",love
7889,"['لسه', 'اوليمبياد']",surprise
7890,"['خولج', 'اوليمبياد']",none
7891,"['اير', 'سعد', 'نفق']",anger
7892,"['صبح', 'سكر']",love
7893,"['خلص', 'كلك', 'سمع', 'فاح', 'اوليمبياد', 'ونا']",sadness
7894,"['وضح', 'يمل', 'بعث', 'عرت', 'فاح', 'اوليمبياد']",sadness
7895,"['حلم', 'عنف', 'دار', 'حمي', 'عقل', 'اكد', 'خل', 'وضع']",surprise
7896,"['ريم', 'وعل', 'سند', 'وعس', 'وقف', 'عها', 'يشف', 'برو', 'بنت', 'كلن', 'حال', 'كلن', 'ضد', 'ريم', 'ور…']",anger
7897,"['تخل', 'خيف', 'وضع', 'اد', 'خرب', 'وت✋']",fear
7898,"['يقي', 'نصر', 'قلب', 'لسط', 'كلن', 'عكم', 'ويا', 'ريت', 'احن', 'عكم', 'نشر', 'بثر', 'لسا', 'رجل', 'هنزل', '1', '1']",sympathy
7899,"['احب', 'اخف', 'علك', 'وجع', 'قرب', 'ساج', 'فكر', 'قرب', 'حلم', 'دعم', 'لحب']",love
7900,"['رفع', 'ثقل', 'سيد', 'اوز', 'حجم', 'غرب', 'شغل', 'دلق', 'اوليمبياد', 'فرج', 'لين', 'وحد', 'لعب', 'اسم', 'شيماء']",none
7901,"['ولي', 'حجج', 'ٱم', 'جبن', 'عرف', 'حبك', 'صلو', 'يمي', 'تيم', 'قمه', 'فجر', 'ورز']",love
7902,"['تحب', 'تقل', 'تمم', 'بن', 'وزه', 'جمع', 'عيل', 'خول', 'ابن', 'مره', 'هيف']",anger
7903,"['حمد', 'عبد', 'عزز', 'مات']",surprise
7904,"['وفق', 'عكم', 'سرء', 'ضرء']",sympathy
7905,"['يرب', 'شتد', 'عظم', 'خطب', 'كلب', 'عليها', 'عدء', 'سلم', 'فال', 'فرج', 'نقم', 'عدك', 'عدو', 'وشف', 'صدر', 'قوم', 'ؤمن']",sympathy
7906,"['هذل', 'لحن', 'درس', 'كلف', 'خطه', 'نمو', 'ابق', 'فذو', 'سرع', 'نمه', 'كوت', 'حلك', 'روح', 'وصل']",sadness
7907,"['فوب', 'خوف', 'بسط', 'شي']",fear
7908,"['عود', 'عذر', 'قال', 'قره', 'احد', 'طفل', 'صفف', 'ابتدائيه', 'يقل', 'حدث', 'قبح', 'فكف', 'متزنينالعاقل', 'غرب', 'امر']",anger
7909,"['اوليمبياد', 'طلعش', 'وحد', 'قعد', 'فنل', 'كنب', 'يكل', 'دوبل', 'تشز', 'رجر', 'يبس', 'ديت', 'علش', 'خنش']",none
7910,"['شنق', 'صبح', 'وجب', 'موت', 'حنه']",sadness
7911,"['8', 'تلم', 'توي', 'صحي', 'فرح', 'غيبوب', 'دور']",joy
7912,"['صور', 'رازيل', 'اوليمبياد', 'قرن', 'ثلا', 'كور', 'جنب', 'سبن', 'امر', 'اقل', 'كثر', 'ولئ']",none
7913,"['اقس', 'امن', 'لمح', 'عشق', 'منت', 'معي', 'بوح', 'حب', 'عبر', 'قبس', 'حسس', 'لخر']",sadness
7914,"['وها', 'لعب', 'دول', 'ريح', 'اوليمبياد', 'معندوش', 'مخ', 'عرف', 'لصح', 'غلط']",surprise
7915,"['يوم', 'ميز', 'سبح', 'صين', 'اول', 'فزت', 'يدل', 'فضه', 'قدم', 'صدق', 'سبح', 'كين', 'كاي', 'خطب', 'امم', 'حضر', 'وفق', 'اوليمبياد']",joy
7916,"['alshnti', 'سجد', 'صخر', 'نهء', 'ترميماته', 'دخل', 'جمل', 'ثمن', 'ضلع', 'زرق', 'دام', 'عزك', 'قبه']",love
7917,"['شهه', 'جوع', 'غلب', 'احا', 'شهه', 'جنس']",surprise
7918,"['شنو', 'اتش', 'الج', 'بقي', 'وكف', 'قله', 'ادب', '✋']",anger
7919,"['خير', 'قصه', 'سيد', 'حرث', 'ربز', 'خبط', 'عقل', 'اغنيهكام', 'وحد', 'لزب', 'يخت', 'عالقهو', 'فضل', 'ضيف', 'زاب', 'ثرت', '♥', 'شهر', 'زبن', '3alahwa']",joy
7920,"['اه', 'نسب', 'كسم', 'اوليمبياد', 'بطل', 'ميداليات', 'لعب', 'درب', 'دول', 'شرك', 'دول', 'ظمه', 'رعه', 'رسم']",anger
7921,"['توت', 'حب', 'لعب', 'ائه', 'بكل', 'شكل', 'جمباز', 'اوليمبياد']",joy
7922,"['مال', 'اوليمبياد']",none
7923,"['Alhdwe', 'حفظ', 'حفظ', 'زملائ', 'بطل', 'يرد', 'اهل', 'سلم', 'غنم', 'نصر', 'انس', 'دعء', 'عكم', 'قلب']",sympathy
7924,"['جنه', 'دنا', 'يرب', 'حرم', 'ذره', 'صلح', 'طفل']",sympathy
7925,"['موت', 'عنا', 'خلص', 'مكن', 'يخد', 'وقت', 'حدش', 'قدر', 'صدق', 'وعب', 'حدث', 'فجه', 'بيج', 'بيه']",fear
7926,"['امن', 'ربي', 'جيب', 'دعء', 'لطف', 'بعبادهقلوب', 'عكم', 'دعو']",sympathy
7927,"['alfaifi', 'قصء', 'حسن', 'فرح', 'لوث', 'عقل', 'نشئ', 'طفل', 'وجب', 'اهل', 'لحل', 'عقد', 'فذا', 'حصل', 'فعل', 'فهو', 'سعي', 'شكر', 'عمل…']",joy
7928,"['A24', 'قلب', 'عكم']",sympathy
7929,"['اوليمبياد', 'ديم', 'سبح', 'تحس', 'عيل', 'سبح', 'رقل', 'فين']",none
7930,"['Mohamed0من', 'شيء', 'تغظ', 'سيس', 'فضح', 'رسي', 'حزم', 'فصح', 'رجل', 'عرب', 'قضب', 'ثلج', 'سيس']",sadness
7931,"['دعي', 'سرر', 'عري', 'سرر', 'وجه', 'بسم', 'كنه', 'وجه']",joy
7932,"['دول', 'بتع', 'اسم', 'زمل']",joy
7933,"['عون', 'نصر', 'طفل', 'سور', 'عرق']",sympathy
7934,"['فاح', 'اوليمبياد', 'نسب', 'نهي', 'بعث', 'دخل', 'حفل', 'وكل', 'شوف', 'حمد', 'حمر', 'شيل', 'طبع', 'هنركز', 'لبس', 'غرب', 'بتع']",none
7935,"['عيف', 'حلم', 'ريض', 'اوليمبياد', 'شتحج']",none
7936,"['ﻫﻜﺬﺁ', 'ﻧﺤﻦ', 'ﺍﻟﺒﺸﺮ', 'ﻧﺒﺤﺚ', 'ﻋﻦ', 'ﺍﻟﺤﺰﻥ', 'ﻭﻟﻮ', 'ﻛﺂﻥ', 'ﺗﺤﺖ', 'ﺳﺂﺑﻊ', 'ﺃﺭﺽ', 'ﻧﺠﻴﺪ', 'ﻧﺴﺞ', 'ﺍﻟﺤﺰﻥ', 'ﻭﺗﻄﺮﻳﺰﻩ', 'ﺑﺄﺟﻤﻞ', 'ﺍﻟﻮﻗﺂﺋﻊ', 'ﺛﻢ', 'ﻧﻌﻴﺸﻪ', 'ﺑﺄﺩﻕ', 'ﺗﻔﺂﺻﻴﻠﻪ']",sadness
7937,"['نخب', 'سيد', 'لكر', 'شطئ', 'هيلعب', 'هرد', 'سعه', '1', 'اوليمبياد', 'دول', 'زعزع', 'لحد', 'غزو', 'بلد']",none
7938,"['sebla', 'خيف', 'يصر', 'الل', 'نهر', 'نهر', 'قلق']",fear
7939,"['غزا', 'كوت', 'رحم', 'ليش', 'حترم', 'ليش']",anger
7940,"['حفظ', 'اخا', 'بحر', 'نصر']",sympathy
7941,"['احل', 'ايم']",joy
7942,"['عكم', 'اخا', 'جهد', 'وليس', 'رجل', 'امن']",sympathy
7943,"['ريت', 'زيك', 'بنت']",joy
7944,"['اوليمبياد', 'اخر', 'بطل', 'جودو', 'اسم', 'رمض', 'عمل', 'قول', 'ظبط', 'سلمش', 'عطل', 'سخن', 'عرفش', 'فين', 'سنه']",none
7945,"['خيف', 'علك', 'اقل', 'بكل', 'صرح']",fear
7946,"['Sue83', 'حبب', 'قدر', 'زعل', 'قدر']",joy
7947,"['دقن', 'شيخ', 'خسر', 'اوليمبياد']",sadness
7948,"['هوج', 'حجب', 'قلع', 'لعب', 'اوليمبياد', 'نهي', 'سعد', 'هرد', 'فشخ', 'بصر', 'اتش', 'لعب', 'لند', 'قلع', 'عبي', 'برح', 'D']",joy
7949,"['جمل', 'جدا', 'تحب', 'جمل', 'تبح', 'بحب', 'لمن', 'تحب', 'كرث', 'لعد', 'جمع', 'عقم', 'قعد', 'عرف', 'يته', 'خرف', 'عادات…']",love
7950,"['ضحك', 'صري', 'وضح', 'ريض', 'اخد', 'جنس', 'سعد', 'رفع', 'اوليمبياد', 'عز', 'عوز']",none
7951,"['جيت', 'ونا', 'دري', 'شوق', 'وش', 'وقت', 'سعف', 'عمر', 'كفي', 'امد', 'قلب', 'غلا', 'عنه', 'برد', 'كثر', 'شقا', 'جف…']",love
7952,"['MohamadChahine', 'فرح', 'وصفش', 'انس', 'يرب', 'حمد', 'يرب', 'برك', 'لشه', 'وتح', 'ولد']",joy
7953,"['اسف', 'توب', 'صح', '✋', 'عمل', 'اقل', 'حنه', 'اهو', 'وحد', 'فطر', 'اسكندريه', 'طب', 'وحد', 'عوز', 'طب', 'وحد', 'عوز', 'قلب', 'فضي', 'قلب', 'هدي', 'حدش', 'كبر']",joy
7954,"['عرف', 'ماحقناش', 'يدل', 'دهب', 'اوليمبياد', 'علش', 'اعب', 'خاف', 'تقل', 'برع', 'بيه', 'حلق', 'حجه', 'زينب', '\U000fe334']",none
7955,"['na7ef', 'Fit', 'alorabi', 'خيف', 'كليسترول', 'دهن', 'لان', 'وقت', 'دهن', 'رفع', 'جدجد', 'غمر', 'وقت']",fear
7956,"['خيف', 'ايم', 'بدن', 'ابي']",fear
7957,"['يذل', 'ابو', 'احن', 'فضح', 'وحد', 'حدش', 'بصل', 'اصل', 'علش', 'نبق', 'عمل', 'اوليمبياد', 'ساد', 'بتروسبورت', 'هنر']",none
7958,"['رحم', 'بكه', 'ابن', 'ادم', 'بلغ', 'ذنب', 'عنن', 'سمء', 'غفر', 'غفر', 'لك☘']",sympathy
7959,"['خيف', 'خيف', 'مال', 'دعي']",fear
7960,"['صين', 'شرك', '416', 'لعب', 'لعب', 'احه', 'OpeningCeremony', 'اوليمبياد']",surprise
7961,"['عمرو', 'ادب', 'وسخ', 'وسخ', 'خيف', 'رعب', 'نزل', 'خوف', 'وبث', 'رعب', 'ناس']",fear
7962,"['لحظ', 'ؤثر', 'قاذ', 'طفل', 'ركم', 'حلب', 'نقل', 'سوي', 'وكل']",sympathy
7963,"['بسم', 'رحم', 'رحم', 'كتب', 'كلم', 'امت']",surprise
7964,"['نبض', 'بحب', 'فؤد', 'كبر', 'غلك', 'صبح', 'حب', 'دفق', 'قلب', 'دفئ', 'يمن']",love
7965,"['اوليمبياد', 'نوف', 'جولد', 'كارير', 'نوف', 'اوليمبياد', 'لزم']",none
7966,"['طيب', 'ذكر', 'شاكير', 'وسط', 'برا', 'ارج', 'جزر', 'اوليمبياد']",none
7967,"['مـا', 'مـس', 'حـب', 'شـئ', 'چعـل', 'مـقدسـ']",love
7968,"['طلع', 'نسي', 'لحل', 'D']",sadness
7969,"['ماتكلم', 'جول', 'بول', 'ذار', 'يهم']",surprise
7970,"['صفر', 'مونديال', 'صفر', 'اوليمبياد', 'صفر', 'حيه', 'وده', 'كبر', 'صفر', 'اخد']",sadness
7971,"['وهل', 'روء', 'دول', 'اخو', 'ذرع', 'مرر', 'عرك', 'عشق', 'كمبارس', 'سرح', 'سعد', 'ضد', 'طبع']",anger
7972,"['حتٰ', 'لحب', 'قال', 'رسل', 'خدج', 'حبه', 'تبي', 'صرح', 'لحب', 'عطف', 'منح', 'تهد', 'اء♡', 'يرب']",love
7973,[],surprise
7974,"['يحب', 'يبك', 'يحب', 'خذل', 'يحب', 'كسر']",sadness
7975,"['يجر', 'سجل', 'اول', 'وضح', 'هتطول', 'اوليمبياد', 'واد', 'اجي', 'هيرجع', 'دلق']",none
7976,"['Alhashem', 'عود', 'فتا', 'جهد', 'عرق', 'هرب', 'ابن', 'عاذ', 'نجد', 'دخل', 'وتم', 'حدد', 'سعد', 'عرق', 'ال…']",anger
7977,"['لحن', 'خيف', 'هدت']",fear
7978,"['عقل', 'صوت', 'صور', 'كلم', 'تحب', 'ثني', 'تشف', 'دنا', 'حله']",surprise
7979,"['ال6', 'برازيليه', 'ماتعمل', 'قرر', 'كبر', 'نتج', 'اوليمبياد', 'وكس']",none
7980,"['برك', 'حمد', 'قمر', 'اوليمبياد', '\U000fe330', 'فكر', 'حقل', 'زمل', 'بعن', '\U000fe329']",joy
7981,"['ديم', 'يقل', 'تبغ', 'شخص', 'يحب', 'ضحك', 'شكل', 'يضح', 'احب', 'زيد', '❤️', 'عشق']",love
7982,"['حمدل', 'شرف', 'اوليمبياد', 'وخد', 'لقب', 'اول', 'بلك', 'دفع']",joy
7983,"['اوليمبياد', 'ريم', 'نصر', 'تنه', 'جول', 'صنف', 'ركز', '56', 'صطدم', 'اعب', 'صين', 'صنف', 'رقم', '9', 'دور', 'ـ64', 'يلا', 'ريو']",none
7984,['سعد'],joy
7985,"['احا', 'تكون', 'صدم', 'قوه', 'ولك', 'يجب', 'شكر', 'لان', 'يقظ', 'وهم']",sadness
7986,"['تعش', 'حيه']",sadness
7987,"['عمو', 'كلم', 'لنك', 'خيف', 'قلب', 'بلد', 'نحي', 'تدي', 'وجب', 'كلم', 'لنك', 'تبي', 'فعل', 'شتق', 'فكر', 'بدر']",fear
7988,"['بسم', 'وجه', 'يكر', 'فان', 'كسب', 'حبت', 'نجح', 'فقع', 'ررت', 'بشد']",joy
7989,"['يجر', 'لعب', 'ياب', 'اوليمبياد', 'وول', '10', 'دقيق', '2', 'حيه', 'سرع', 'سرع', 'اوليمبيكي', 'اتش', 'رعيو', 'بيس', '13']",surprise
7990,"['شوق', 'حيج', 'ونا', 'حاج']",love
7991,"['et3', 'خف', 'ذره', 'وجع', 'رهق', 'مهت', 'نزل', 'تزل', 'تعب', 'رب', 'اشف', 'وخف', 'عنه', 'رره', 'الم', 'ab28', '…']",sympathy
7992,"['يبن', 'عيب', 'بقل', 'هشر', 'اوليمبياد', 'prt']",joy
7993,"['AGEL', 'نتي', 'جدد', 'اذ', 'اقل', 'جمع', 'نجر', 'خل', 'كبيرو', 'لشق', 'كبرم', 'رقع', 'وبن', 'عزل', 'جمع', 'كن…']",anger
7994,"['تخل', 'احل', 'وحد', 'عرف', 'بجد', 'ربن', 'يخل', '3', 'تخل', 'اسه']",surprise
7995,"['حسن', 'برك', 'يخد', 'بره', 'هشم', 'جنن', 'تسج', 'كسم', 'نظم']",anger
7996,"['كره', 'قدم', 'اوليمبياد', 'بطل', 'جمع', 'اعب', 'صغر', 'درج', 'تظر', 'نهم', 'ومش', 'مهم', 'درج', 'ديت', 'تمس', 'يهم']",none
7997,"['بوت', 'نقم', 'طفل', 'حلب', 'путин', 'мстит', 'от', 'детей', 'из', 'алепо', 'الب', 'حمل', 'جثه', 'ابن', 'الم', 'نظر']",sadness
7998,"['one1', 'خوف', 'منع', 'موت', 'ولك', 'منع', 'حيه']",fear
7999,"['StaracArabia', 'وحل', 'تحه', 'ولد', 'بلد', 'جمد', 'ناس', 'صحب', 'بنن', 'طبع', 'هيسال', 'كنز', 'قلتش', 'كنز', 'لان', 'كمصر', 'لان', 'بنت', 'كمن']",joy
8000,"['سر', 'نجح', 'بله', 'خلق', 'لحب', 'عبد', 'ربك', 'صح', 'لحب', 'تبر', 'ديك', 'رفق', 'شرك', 'حيت', 'ترب', 'ولد', 'تحس', 'لغر', 'صلح', 'كنا', 'كفي']",love
8001,"['شجع', 'اوليمبياد', 'تبد', 'جول', 'بذن', 'لعب', 'قوس', 'سهم', 'رمي', 'اعب', 'حمد', 'نمر']",none
8002,"['عرف', 'تكون', 'يوم', 'تعط', 'علش', 'خيف', 'حجه', 'حصل', 'لزم', 'هتحصل']",sadness
8003,"['يدو', 'ؤلم', 'اب', 'يبك', 'ابن', 'شهد', 'اثر', 'غره', 'جوه', 'دين', 'ربط', 'قلب']",sympathy
8004,"['قنه', 'جمع', 'طلع', 'شيع', 'عرف', 'الن', 'اخو', 'سعد', 'لمذ', 'حذر', 'نهم', 'لان', 'طبر']",anger
8005,"['خيف', 'ابد', 'اعش', 'طبع', 'وحب', 'تني']",fear
8006,"['شكل', 'كوت', 'اوليمبياد']",none
8007,"['فرح', 'خيف']",fear
8008,"['بت7', 'ودا', 'قتل', 'حسي', 'ابو', 'ضيف', 'نخه', 'نقط', 'دم', 'اصل']",anger
8009,"['مهو', 'عشن', 'فرج', 'بنت', 'بلي', 'ائي', 'اوليمبياد', 'وتش', 'سرك', 'تسب', 'فرج', 'دقن', 'واد', 'بصش', 'بره', 'ظبط', 'حال']",none
8010,"['Folow', 'them', '18a94', 'kuw', 'b52', 'رجعو', 'زكر', 'شرف', 'خبر', 'خلو', 'له…']",anger
8011,"['Madaniah', 'وكل', 'وفق', 'نهم', 'نزع', 'قلب', 'رحم', 'فاي', 'عقب', 'واي', 'قصص', 'يشف', 'قلب', 'امه', 'ثكل']",sympathy
8012,"['هدي', 'جرد', 'صري', 'وصل', 'اوليمبياد', 'سسا', 'فالالعاب', 'فرد', 'مكن', 'عدم', 'فده', 'جاز', 'يجب', 'يدل', 'بقي', 'عجز']",none
8013,"['خيف', 'اجك', 'شتق', 'وتصدني❤️❤️']",fear
8014,"['بطل', 'لعب', 'فرد', 'اوليمبياد', 'رغم', 'قله', 'قدر', 'عدد', 'دول', 'نهم', 'كفح', 'عمل', 'رقم', 'ركز', 'كوس', 'جدا']",surprise
8015,"['Madaniah', 'سير', 'غثه', 'رسل', 'لـ', 'حلب', 'تم', 'قصف', 'حلل', 'روس', 'حرق', 'كمل']",anger
8016,"['ورب', 'خيف', '❤️']",fear
8017,"['نحب', 'نجد', 'بسط', 'شيء', 'رح❤', 'بوح', 'خطر']",love
8018,"['ؤلم', 'تخف', 'حزن', 'عمق', 'ظهر', 'سعد', 'سمر', 'حيه', 'ميش', '9', 'حزن', 'خين']",sadness
8019,"['هدف', 'رئس', 'اوليمبياد', 'نشر', 'روح', 'سلم', 'حبه', 'عرف', 'وليس', 'وقف', 'سيس', 'وقد', 'فتر', 'هدن', 'حرب']",none
8020,"['لحظ', 'قدم', 'رسل', 'ونه', 'طرء', 'جم', 'علماء', 'حئل', 'لسر', 'رشد', 'يدل', 'اهم', 'حئل']",love
8021,"['شعر', 'وطن', 'بن', 'هذل', 'اجر', 'عمل', 'احد', 'شفي', 'لند', 'تكل', 'نجح', 'طهر', 'اير', 'باس', 'حمد', 'سلم']",love
8022,"['اوم', 'دنا', 'حتبق', 'اد', 'دنا', 'عهد', 'سيس', 'زمن', 'وحد', 'عمل', 'جرم', 'قبض', 'دلق', 'وحد']",anger
8023,"['جمع', 'الب', 'عني', 'رهب']",joy
8024,"['sniper1', 'بشر', 'خير', 'قلب', 'عكم']",sympathy
8025,"['عجب', 'لحب', 'عجب', 'قطف', 'احب', 'تسق', 'كـل', 'يـم']",love
8026,"['تخف', 'ذكر', 'ونا', 'خيف', 'ساك']",fear
8027,"['يرب', 'اوليمبياد', 'خلص', 'دلق']",none
8028,"['طلق', 'ام', 'لعب', 'عاب', 'قوي', 'اوليمبياد', 'رازيل', 'عني', 'كبر', 'شعب', 'جرا', 'قفز', 'ورم', '1️⃣']",none
8029,"['مـ', 'ﺎحب', 'ﺎشف', 'شخص', 'ﺎعزهہ', 'يخي', 'عطن', 'همومک', 'ﺎبتسم', 'حزن']",sadness
8030,"['حكم', 'دول', 'حتج', 'عجز', 'سمو', 'علش', 'عدلو']",anger
8031,"['فلت', 'بقا', 'كتر', 'كدا', 'مكن', 'يعن']",surprise
8032,"['عون', 'ؤسء', 'قرء', 'زددو']",sympathy
8033,"['اقس', 'شعر', 'رود', 'ونت', 'مخذولانك', 'كثر', 'وجع', 'طيب']",sadness
8034,"['سنه', 'عرق', 'ماب', 'دعش', 'جحش', 'عون']",sympathy
8035,"['وقع', 'لحب', '❤️']",love
8036,"['دقق', 'فوز', 'بول', 'يدل', 'اوليمبياد', 'هاشتاج', 'سره', 'سمر', 'صدر', 'يتر']",joy
